,naNe,fold,log2fold,tstat,pvalue,qvalue,updown,mzmed,mzmin,mzmax,rtmed,rtmin,rtmax,npeaks,3M_neg,29M_neg,maxint,mean1,sd1,mean2,sd2,3M1_1,3M1_2,3M2_1,3M2_2,3M3_1,3M3_2,3M4_1,3M4_2,3M5_1,3M5_2,3M6_1,3M6_2,3M7_1,3M7_2,3M8_1,3M8_2,29M1_1,29M1_2,29M2_1,29M2_2,29M3_1,29M3_2,29M4_1,29M4_2,29M5_1,29M5_2,29M6_1,29M6_2,29M7_1,29M7_2,29M8_1,29M8_2,Mode
41,N195T4_2,1.587942501,0.667158673,6.267503505,6.63E-07,1.01E-05,UP,195.0311776,195.0310421,195.0313561,3.615691667,3.5798,3.841483333,32,16,16,4389.938,26622.08397,7122.393306,42274.3386,7004.353041,31624.92351,41333.65953,29402.81599,32599.91884,12546.34918,16562.43569,32014.37045,31173.80201,28275.70094,32145.71338,23951.12939,25705.51393,20085.71786,22715.179,23118.67628,22697.43759,41017.92847,43463.37548,37019.45275,40333.83765,36522.20462,31877.42969,30516.5297,32180.94921,44071.25711,46331.84375,53945.9746,50460.85746,47096.16373,46736.33585,48255.55934,46559.71813,Neg
42,N215T5,1.833982788,-0.874980099,-6.808987163,7.45E-07,1.11E-05,DOWN,215.0318664,215.0315542,215.0331807,4.834241667,3.8224,4.905316667,32,15,16,8118.155,47751.93698,11397.21099,26037.28742,5729.829852,69428.98301,67202.02128,57334.43502,46819.32282,36878.72135,36096.05661,51413.2762,51992.98884,58188.47085,54507.08154,43055.56149,43279.10257,32378.2279,34802.71899,42689.87267,37964.15053,38878.09728,34071.41616,25352.10483,19170.19143,24829.57909,20413.23106,29333.45582,27224.10263,34469.58074,27582.92831,23676.68883,24324.65951,24913.00785,22331.09861,20495.82946,19530.62711,Neg
43,N115T4_1,1.388853872,0.473894815,6.320344345,9.01E-07,1.31E-05,UP,114.9946364,114.9944668,114.9947438,3.547275,3.519983333,3.785016667,32,16,16,4773.687,49117.94149,7005.174239,68217.64324,9850.963465,57906.29985,62591.17997,45945.30832,48399.16535,34616.62229,38912.54027,47724.64675,50127.9493,49484.67623,51891.3518,47101.62821,46930.69815,43385.31972,48951.21089,54203.05265,57715.41416,55910.93845,64517.39718,63278.11989,66198.66156,57575.99427,53450.24546,57895.53265,57284.44353,72497.06876,72337.0595,75527.15204,76517.85378,82817.03461,81491.51019,77374.29417,76808.98586,Neg
44,N126T4_3,1.39340842,0.478618187,6.128866632,9.96E-07,1.41E-05,UP,126.0112137,126.0109807,126.0196177,4.2728,3.5798,4.411933333,58,16,16,16307.413,131564.7575,22965.43033,183323.4409,24772.87336,137843.4999,152986.9762,98369.55629,114197.7503,90295.39905,98856.80818,130831.7869,148260.0554,153930.8756,155698.5671,138614.0357,150598.2357,112755.3443,116792.9315,155115.3047,149888.9926,177208.6735,169369.748,159077.6025,164214.0834,158603.3129,154316.9889,185595.368,181152.3162,198387.1854,188837.6698,168054.6828,153762.523,226502.6486,220259.8051,220738.5642,207093.8817,Neg
45,N194T4,1.984457582,0.988744725,6.170255323,1.28E-06,1.78E-05,UP,193.7345523,193.7344155,193.7347865,3.614008333,3.5798,3.841483333,28,12,16,3277.525,14796.55516,7648.468964,29363.13608,5538.3225,8498.566129,30667.14943,5601.436393,24065.35785,2195.515743,11635.10608,10974.65216,22543.20109,12506.29148,24442.32637,11744.92002,18153.56892,9110.422628,17543.1228,11279.69827,15783.54722,24114.81954,33720.77338,22732.89088,31935.95411,22733.05897,25106.78943,20847.25836,24854.4175,32515.87374,33706.15248,38070.59119,32835.38062,35059.06575,28846.6271,36397.83232,26332.69186,Neg
46,N107T4,1.393706089,0.478926351,5.985916734,1.46E-06,1.98E-05,UP,106.9806945,106.9805878,106.9808493,4.300166667,4.258433333,4.432183333,32,16,16,18192.52,159544.8666,29027.93376,222358.652,30318.76659,162976.2959,183801.9581,121819.2576,127566.1925,108624.8944,125463.2927,174200.9034,164414.588,189343.4781,187001.2714,170597.9417,186893.7556,134045.3445,135718.5233,190442.5624,189807.6058,213791.5955,204122.3822,199946.1894,189271.8873,190925.9171,179544.074,223726.4656,225920.3905,250126.2605,226142.4081,200621.6194,197860.8881,262918.556,274640.1363,256357.6577,261822.0036,Neg
47,N196T4_3,2.009314298,1.006703249,6.114831428,1.57E-06,2.09E-05,UP,196.380314,196.3801143,196.3804987,3.614,3.5798,3.841483333,28,12,16,3423.563,13985.61637,7546.558902,28101.49894,5321.063684,7871.69763,29520.25254,5147.374375,23712.97516,1268.90024,10394.22205,11031.71396,21848.51047,11956.10622,23112.70209,9716.809774,17061.54982,8816.219858,15543.18827,10866.47991,15901.15951,23578.1287,32639.13293,21878.52096,30723.72454,21849.61586,24869.25518,20432.42882,23545.02354,30118.15806,32450.73426,37561.9883,31181.63126,33715.60181,26532.95759,34285.87735,24261.20382,Neg
48,N346T3_1,2.774163694,1.472052919,6.75038487,1.63E-06,2.12E-05,UP,346.0095371,346.0093174,346.0101754,3.455291667,3.402,3.709666667,24,8,16,3823.238,8310.503194,3206.532091,23054.69624,8127.105954,5591.136395,7472.637715,2163.26433,4248.265262,5542.004023,8083.663395,12206.68692,15278.63921,9436.075946,6471.695507,11190.06133,10396.89743,9699.685452,8795.284209,8868.759953,7523.294019,22567.5902,20412.02944,28397.93252,30024.36769,16270.82926,13269.04474,23185.58688,11689.78629,15517.10146,12910.11659,39673.09985,36237.99398,25251.81347,21367.48426,26298.97232,25801.3909,Neg
49,N774T3,2.888719718,-1.530430231,-6.000418454,1.76E-06,2.24E-05,DOWN,773.538547,773.529245,773.5408167,3.193666667,3.00425,3.595066667,36,16,11,12527.31,86318.4592,29709.15503,29881.21646,23082.38264,30583.20158,43197.38128,99306.60796,149344.3067,109169.646,82624.31833,77165.67715,86698.33919,94005.79131,85635.03993,52720.16687,95356.54839,71749.85819,115391.4623,117150.6764,70996.32555,56400.65986,46212.9113,38309.8779,59651.95422,21944.88625,19685.91189,44832.17645,76211.20038,29676.4995,9776.17478,636.0902127,224.5696855,16920.89278,43349.62837,8598.478452,5667.551356,Neg
50,N135T4_7,1.57323798,0.653736921,6.687594787,2.98E-06,3.72E-05,UP,135.0561172,135.055941,135.0562431,3.594833333,3.5226,3.655166667,27,11,16,4564.516,17507.22092,1772.112556,27543.02488,5735.092803,20450.35599,15907.87173,18428.14458,17173.35121,17598.75848,14784.29512,15952.45256,20500.76747,17323.35529,14510.6949,16172.42431,18420.91672,17542.16849,17364.91134,19168.04287,18817.02365,23183.752,21006.91679,20151.74258,22480.96462,22696.61464,26448.36668,27246.97102,25112.14762,28113.95417,25942.61866,43112.48305,31194.93435,32175.50835,28728.30299,29655.26784,33437.85272,Neg
51,N124T4_6,1.310664851,0.390298822,5.704269402,3.20E-06,3.85E-05,UP,124.0069514,124.0068047,124.0071462,4.296841667,4.258433333,4.432183333,32,16,16,2876982.25,30073522.76,4601044.374,39416309.23,4663869.775,31358436.54,33659046.51,23984896.34,26183769.79,21103232.52,23364434.98,30670354.58,32358014.81,34065796.54,35054926.46,32805974.85,33629964.6,26433850.36,27659742.87,33415993.9,35427928.46,36935536.04,36596056.46,35769197.42,35602038.48,34707507.02,33549926.31,39458944.82,39679770.78,41602123.22,41246887.95,36002772.47,34915055.16,46919750.09,47782516.04,45226326.35,44666539.01,Neg
52,N360T4,1.863647838,-0.898129268,-5.744657931,3.21E-06,3.85E-05,DOWN,360.070019,360.0696391,360.0728518,3.6656,3.6263,3.899766667,11,8,3,3537.249,23219.98861,5763.131047,12459.42937,4787.994079,20793.08966,20475.17413,29617.02575,33008.04298,13064.38014,23643.19188,27565.51809,15939.35274,19596.65751,20873.93828,25881.5498,28063.62288,27481.31462,14762.36543,28889.49395,21865.09984,5077.695279,4938.597079,5993.929001,7345.317004,18093.83633,15380.76593,15880.6724,17276.4237,17509.49105,12396.19988,14023.43844,13685.13124,17430.68659,15265.0475,7242.789985,11810.84852,Neg
53,N174T4_2,6.132582358,2.616494704,6.876079041,3.31E-06,3.90E-05,UP,174.0403977,174.0402215,174.0406273,3.56,3.519983333,3.785016667,32,16,16,269211.875,291874.5673,181336.592,1789944.822,852392.5455,91487.85436,123229.7502,66211.75334,66612.84486,139381.7065,163191.7163,481634.4984,531852.5362,336005.4303,419711.4182,507354.1804,595246.3396,352647.0224,399108.9181,192831.2131,203485.8952,855040.7263,1154735.007,762354.39,863021.5721,3156802.595,3290325.103,1707040.966,1690038.398,1187825.927,1304784.214,1497818.398,1421383.547,3017870.195,2879232.867,2024097.741,1826745.51,Neg
54,N82T4_1,1.417425185,0.503272588,5.692019218,3.37E-06,3.90E-05,UP,81.95273514,81.95265149,81.95285161,4.302658333,4.271583333,4.432183333,32,16,16,17461.889,124470.0783,26752.76336,176427.0238,24848.05333,133530.2119,141572.0091,88292.68937,96860.97358,78500.83889,90908.48764,136493.522,148909.8077,147841.5966,139270.8535,141358.1866,143272.0826,98782.34075,99956.67712,150021.2133,155949.7626,164843.8374,161744.5708,164835.217,141785.5147,154123.0448,146034.4057,177479.6293,174516.312,190559.7758,188102.0616,163254.2336,149912.4305,206565.8086,214930.2667,213895.7333,210249.539,Neg
55,N134T23_2,1.638936372,0.712759846,5.921703471,3.46E-06,3.93E-05,UP,134.0471506,134.0470127,134.0472857,23.06408333,23.04033333,23.10933333,32,16,16,37844.523,197081.7929,44954.86665,323004.5186,72208.02886,143095.694,169609.5044,116923.5317,263498.1409,133458.9672,160388.081,176123.633,205798.015,181565.0589,208862.3503,226126.4253,261512.0954,231612.2189,218129.4469,206627.5391,249977.9838,282533.061,312218.8714,270172.0461,308866.3924,247252.6027,293449.9449,262652.3244,313270.7419,262203.0512,316493.9483,291697.4378,490370.1576,395001.413,479322.3358,301786.8481,340781.121,Neg
56,N126T4_2,1.320485873,0.401068867,5.669383388,3.59E-06,4.01E-05,UP,126.0027226,126.002648,126.0029274,4.295166667,4.258433333,4.432183333,32,16,16,124724.117,1299639.072,199848.4728,1716155.034,215453.9114,1356544.821,1490025.911,1024106.38,1128709.8,924607.4254,1000841.086,1314272.544,1402447.514,1464981.706,1519948.8,1395598.786,1465343.301,1151835.856,1191258.953,1457124.933,1506577.33,1586084.396,1571542.991,1555650.07,1552722.296,1491981.499,1470398.82,1710437.863,1734705.688,1819189.267,1755150.506,1581645.536,1496077.525,2077324.87,2083465.842,2037350.304,1934753.069,Neg
57,N153T4_3,1.515941906,0.600214468,6.103262123,3.76E-06,4.13E-05,UP,153.0665282,153.0663772,153.0666539,3.618458333,3.584816667,3.841483333,32,16,16,10994.438,61521.98726,9324.088436,93263.75863,18596.57172,53293.7432,61890.11937,54282.39564,55337.08605,41426.39202,54592.55163,67815.5555,69820.97214,59142.1702,59480.38504,73509.31325,81285.62151,60435.82769,66661.7584,60365.86245,65012.04203,62864.79305,83428.66059,70912.36588,69390.56042,81297.30789,88230.17988,84680.2984,82526.5913,87205.7231,100320.1549,112226.4964,118224.3888,114783.6939,118981.2642,102359.0928,114788.5665,Neg
58,N179T4,1.96953982,0.977858586,5.923769843,4.27E-06,4.60E-05,UP,179.0458792,179.0456361,179.0460884,3.577108333,3.52825,3.813433333,32,16,16,61544.727,215608.4234,69749.15064,424649.3755,122717.1858,144111.4358,158922.8074,126998.4511,128438.9074,142004.0294,164377.3966,247907.1388,216854.7862,291720.7743,291723.3148,325816.5671,335984.2761,222280.2698,204375.9094,252161.8309,196056.8799,342935.3567,306186.6988,306731.6436,317446.97,385620.7139,323539.885,382496.579,326352.3702,342674.5594,340580.287,607572.8606,549235.6071,488234.4841,543258.9633,579221.5091,652301.5203,Neg
59,N99T4_3,1.829772349,0.871664167,6.056821873,4.55E-06,4.80E-05,UP,99.05626734,99.05612007,99.0563791,3.599975,3.52825,3.841483333,32,16,16,11228.507,49500.69024,11828.97796,90574.99424,24410.93924,40836.53644,55270.40776,25665.78677,38822.8235,34999.25864,41942.17437,47999.94013,68646.79796,55681.12013,55414.04943,60798.92235,70580.10805,50729.11344,45696.00576,51809.31245,47118.68665,78094.21327,38495.1176,77637.84203,70833.27547,74062.52298,72537.73893,83576.28746,79104.83268,90680.14674,84513.63189,110155.434,134811.3827,101652.2837,113355.8032,118712.3992,120976.9958,Neg
60,N153T5,2.024296393,-1.017420542,-5.576095446,4.69E-06,4.80E-05,DOWN,153.0302647,153.0301174,153.030436,5.245416667,5.212166667,5.2814,27,16,11,5393.603,50415.82492,13469.59653,24905.35729,12387.71696,54769.29578,67565.12423,62215.62245,69054.99145,43667.69534,53963.98263,41703.75365,49063.82016,21302.19895,24566.76511,60378.46357,62093.6004,51201.54735,51085.6807,44748.89562,49271.76138,8700.854903,7826.42971,8301.172587,9377.298656,28060.35744,28463.29629,24618.00275,23601.86948,36697.56918,37222.96115,15519.10055,19514.33423,41566.65383,45599.35456,31702.09314,31714.36818,Neg
61,N308T4_2,1.764639636,0.819373595,6.10272316,4.73E-06,4.80E-05,UP,308.0709324,308.0704161,308.0713049,3.569583333,3.522516667,3.799266667,32,16,16,21648.795,102750.1091,21328.00581,181316.9152,46871.9285,84199.73441,84737.7468,63860.9988,88269.75658,77435.10579,94679.26687,110053.9698,111712.8106,103651.4411,111445.2296,146222.7059,138436.6954,101020.575,100237.5653,120723.1091,107315.0352,155001.1375,146410.9142,129709.686,148792.5458,182817.558,166531.952,140435.6553,178326.9293,175934.9668,172911.6529,297292.6806,258812.2528,201649.725,195204.0318,226584.146,124654.809,Neg
62,N746T3,2.42736248,-1.279389564,-5.604511068,4.77E-06,4.80E-05,DOWN,745.5083121,745.5068792,745.509446,3.112016667,3.033233333,3.4176,21,15,6,4427.915,38821.25029,13161.43169,14921.95721,10850.07909,23810.89694,25410.85616,40293.95898,50706.07907,38093.54036,57902.03293,29872.27466,35158.54589,49706.90738,44283.19007,20513.02749,29085.60114,25981.76208,67019.54642,45973.05327,37328.73181,22203.74034,15455.64873,11622.29057,30216.68731,14735.80868,8113.148623,30158.16775,33300.98376,11218.41185,12395.15799,0,0,20967.8359,22613.54716,2935.610394,2814.276273,Neg
63,N153T4_2,1.706403318,0.770958676,5.560683098,5.22E-06,5.17E-05,UP,152.9953808,152.9951634,152.9955583,3.605966667,3.57075,3.731683333,24,9,15,7240.847,33178.20729,10905.27227,56615.40302,12857.22969,55065.84384,50747.38458,26945.32915,36303.69135,16738.0181,21178.11978,48042.58731,20178.30602,37839.65526,32899.01951,31308.90489,35170.96307,24201.95378,28323.2931,35163.999,30744.24793,42767.63181,41341.54214,37792.15925,39407.48797,60201.59554,46370.13643,58378.64393,52834.91456,64870.80195,66918.07947,61225.48727,63673.58675,53970.10176,60079.16689,71325.18392,84689.92872,Neg
64,N249T4,2.189034002,1.130294364,6.218430364,5.38E-06,5.25E-05,UP,249.0205237,249.0203533,249.0208168,4.306366667,4.27805,4.432183333,25,9,16,7469.661,13029.46865,3530.791686,28521.94991,9319.077437,16667.92004,16448.56758,6067.938913,11942.71329,6217.745618,13858.67516,17177.64236,17258.16454,13405.13203,16303.40856,11108.50864,11755.86972,9921.744775,11889.23233,13860.74699,14587.4879,24133.39871,22981.94853,22407.91415,16330.7104,21418.97402,16516.72561,20503.67115,20486.51671,37473.20711,36345.41286,36513.15163,28268.37852,32883.11534,31705.85887,47176.3576,41205.85733,Neg
65,N129T4_2,8.564743665,-3.098410068,-5.674556991,5.53E-06,5.32E-05,DOWN,129.0086525,129.0085079,129.0087719,3.5759,3.538983333,3.716383333,18,3,15,58478.895,578096.5828,298758.8368,67497.24282,200716.0551,15497.82134,17902.29322,734708.8849,758425.9576,568561.4895,618979.2146,890630.226,439174.729,761290.77,814830.63,758409.7106,15689.35929,619986.2566,668859.4196,776022.3957,790576.1665,17996.65955,21919.84459,15567.32757,24227.46018,11096.45407,12222.1883,11461.76437,820036.4404,13800.19144,16152.03557,17597.58031,16665.9626,19863.83835,21984.46038,21843.52664,17520.15069,Neg
66,N97T5_4,1.305871698,-0.385013159,-5.559320272,6.67E-06,6.31E-05,DOWN,97.02938709,97.02926221,97.02950122,4.812291667,4.785516667,4.8848,32,16,16,20395.967,310273.1269,42526.13718,237598.4772,30427.03603,422378.9472,329146.9536,358319.4313,308755.9997,304901.1961,256799.7006,337181.7517,281177.3917,343259.9861,308928.7537,310191.0255,277873.6944,305207.6815,263060.6379,301308.4764,255878.4031,271183.76,228671.8671,269928.4633,231254.8806,223917.5909,185640.6628,246456.697,221283.5166,279782.2482,241296.8088,220265.0676,181309.9023,285672.6721,256805.9967,240766.0135,217339.4882,Neg
67,N110T4,2.016872074,1.01211958,5.60293364,6.89E-06,6.43E-05,UP,110.4428408,110.4426941,110.4429348,3.531358333,3.493016667,3.755816667,30,14,16,6387.386,31921.85283,12779.92853,64382.29354,19331.38803,21527.22706,45671.79275,10230.3876,31185.78685,12738.11985,34065.27703,27074.51891,40517.76996,20708.53826,31781.48576,26122.55571,39117.15048,26601.79387,39669.76033,44237.2367,59500.24422,63439.24637,80783.31952,87119.97799,112187.3338,43033.70934,52932.89031,51582.76349,53970.76379,46377.75014,50921.67656,60212.48687,43146.20549,84068.90137,71100.56266,76189.5957,53049.51319,Neg
68,N124T4_5,1.308433693,0.387840815,5.412545306,7.52E-06,6.92E-05,UP,123.9970106,123.9908664,123.9972222,4.298283333,4.258433333,4.432183333,33,16,16,59340.289,596832.3365,90906.73532,780915.538,101209.4706,625982.627,682855.4096,481369.7384,524681.6971,421637.6689,461931.6898,599875.2417,648142.5057,673046.5055,707842.261,647289.3414,671590.82,519027.1142,550205.9387,641214.1482,692624.6763,716794.733,696776.1512,703491.9173,705021.0253,681543.8971,644713.2441,779168.9461,796533.3876,863217.7082,802833.0111,735110.1856,680377.657,964369.0876,918062.3414,911781.2044,894854.1106,Neg
69,N239T5,1.748592352,-0.806193994,-5.796103177,8.72E-06,7.90E-05,DOWN,239.0763014,239.0760653,239.076644,4.833475,4.8082,4.905316667,32,16,16,23401.635,123244.6163,32904.72915,70482.18879,15592.87288,152661.3514,214265.6971,132272.8267,140342.5156,73457.87853,107239.6873,102978.3934,125103.3757,131218.4571,158336.4758,105488.1105,118013.3938,94334.94445,114448.6013,98028.63181,103723.5196,86997.19156,96938.76106,80606.37276,98626.58651,59875.65993,52635.03131,71303.80836,71067.72502,72575.23514,75872.25863,58504.19211,41286.22558,74648.3892,67312.4122,65205.38679,54259.78452,Neg
70,N772T3,2.055481633,-1.03947648,-5.548368828,9.61E-06,8.58E-05,DOWN,771.5237092,771.5216034,771.5246514,3.1317,3.0184,3.443016667,13,11,2,2736.417,24157.92538,4807.948587,11217.31443,7994.974994,20196.33377,19892.27845,21988.58585,21823.85574,33325.84155,20932.91206,23580.82244,21661.95628,31394.17073,29468.81971,26241.51072,16453.489,28121.15721,27327.14806,25439.52324,18678.40123,16225.80953,14615.82265,25244.75783,16080.45104,9470.66015,4174.228859,15914.86912,25071.31597,8851.696048,9156.541148,0,227.7217838,15493.62381,13973.45756,2911.167823,2064.907592,Neg
71,N81T4_2,1.461743247,0.547689927,5.30108882,9.97E-06,8.78E-05,UP,80.96474524,80.96468285,80.96484935,4.302508333,4.259716667,4.432183333,30,15,15,7394.963,38080.72959,9500.170847,55664.24934,9261.897005,37842.43689,43933.6577,27685.04671,29876.12816,22671.97391,25871.23549,36098.18581,44422.74665,49786.21602,48489.02832,35328.75088,45085.69297,30013.08728,32592.53192,54362.60379,45232.35097,53476.72124,45201.46678,50576.22862,48543.97925,48448.11226,44213.34629,55270.17177,47074.36776,57006.39847,58175.55918,57238.78699,48310.46512,67581.57836,67409.30909,67838.32776,74263.17048,Neg
72,N272T4_2,2.426595897,1.278933875,6.043578893,1.11E-05,9.67E-05,UP,272.0882584,272.0874155,272.0889894,3.57365,3.509766667,3.785016667,32,16,16,169250.516,412775.0456,111910.9053,1001638.232,373332.1149,360866.4652,386438.489,357254.9698,339368.6306,333138.3192,383683.4647,437517.2864,497054.5917,322666.5773,251755.1682,383797.4223,667235.2849,485020.5318,288919.5277,571210.032,538473.9689,922371.5708,1190462.937,642308.6222,621278.6802,846648.514,524530.6262,1215399.626,762182.2898,442409.0134,854996.813,1278422.218,1211812.7,1237685.065,1519062.593,955242.865,1801397.58,Neg
73,N151T5,1.424360432,0.510314264,5.335642596,1.13E-05,9.71E-05,UP,151.0608483,151.0607636,151.0610043,5.165816667,5.13405,5.2199,31,15,16,4000.438,22901.41253,4364.989765,32619.86583,5833.358868,18153.11919,28057.69728,16767.92612,23787.33413,18900.85703,16160.07604,20712.67586,27143.43597,26897.07385,29602.87993,24191.6148,27511.08746,24656.12524,23743.89989,17788.69137,22348.10626,32545.47851,43192.25556,29575.61835,28040.58132,25547.93784,29801.30357,27007.0142,29294.89316,35674.53505,31836.0813,31229.32958,32531.96961,42777.23831,44097.45387,29119.02153,29647.1415,Neg
74,N100T4,1.397879919,0.483240435,5.231866963,1.22E-05,0.000102855,UP,100.0403468,100.0401821,100.0404184,3.622916667,3.576566667,3.8557,32,16,16,5413.75,33882.11078,7113.905533,47363.12227,7458.110896,34584.87895,36436.29086,49579.46488,36419.19732,20797.67371,28391.77296,29391.4879,42668.63764,34521.23688,40733.53461,26892.93457,39112.69601,29146.00098,27519.35497,30473.17959,35445.43062,43508.82629,46564.21495,31343.06433,56739.44405,38084.68355,56929.44093,41479.74803,50439.89022,51823.87322,47598.25444,56796.30815,41855.76981,45637.13109,42338.62045,55960.82014,50709.86664,Neg
75,N114T4_3,1.708680165,0.772882375,5.364482022,1.30E-05,0.000107967,UP,114.4069055,114.4068124,114.4070448,3.546483333,3.517633333,3.785016667,25,9,16,2963.039,21107.58406,9315.853096,36066.11022,6133.602147,10647.28992,35522.3249,6482.590747,27892.70677,6153.548795,22099.092,13025.29102,27859.97407,15578.95788,29246.30718,15724.79041,27817.41402,15976.68914,26904.42276,23287.17615,33502.76927,25318.78704,35960.74352,29534.01935,39883.0888,27214.48634,33743.16029,30994.51044,34263.76561,40464.34932,38756.56458,40723.8604,35055.59926,47312.6932,38847.02881,45486.15991,33498.94661,Neg
76,N180T5_4,1.489574728,-0.574900501,-5.316227236,1.31E-05,0.000108001,DOWN,180.0766692,180.0761469,180.0839211,4.864616667,4.762233333,5.475316667,55,16,16,3034.879,29058.20895,5876.354688,19507.72151,4135.917115,39739.95065,33263.9423,28294.86804,35151.08541,26826.90014,27115.38304,29915.54786,25889.39164,34183.11635,37546.47017,16794.16054,29842.60058,22053.2955,26020.9976,27624.40043,24669.233,24954.4774,10178.69012,21637.64791,18797.89325,18247.24109,15562.04622,14535.10303,19156.69013,20683.48027,24974.84393,19669.59954,18408.00235,27124.21572,19516.42082,18274.23596,20402.95636,Neg
77,N83T5,1.281426181,-0.357750372,-5.180439316,1.40E-05,0.000113142,DOWN,83.01355369,83.01345902,83.0136501,4.833475,4.791916667,4.8848,32,16,16,7645.989,98204.99959,11617.15554,76637.26637,11931.93321,120475.4482,104217.1008,107995.8153,96813.38318,101821.9952,92341.20232,105075.1965,84773.62509,122782.033,95780.50722,92513.85664,84409.36081,96778.61311,87702.49784,89693.03742,88106.32074,88102.36977,72585.18598,91263.42029,78650.14178,75534.93313,55077.67799,72054.48228,67693.12024,86134.92485,82398.18023,75295.53693,56856.10166,95389.847,90932.92039,72026.5804,66200.83907,Neg
