,name,fold,log2fold,tstat,pvalue,qvalue,updown,mzmed,mzmin,mzmax,rtmed,rtmin,rtmax,npeaks,3M_pos,29M_pos,maxint,mean1,sd1,mean2,sd2,3M1_A4_1,3M1_A4_2,3M1_A4_3,3M2_C1_1,3M2_C1_2,3M2_C1_3,3M2_D9_1,3M2_D9_2,3M2_D9_3,3M4_E1_1,3M4_E1_2,3M4_E1_3,3M4_E2_1,3M4_E2_2,3M4_E2_3,29M2_C1_1,29M2_C1_2,29M2_C1_3,29M2_D8_1,29M2_D8_2,29M2_D8_3,29M2_E4_1,29M2_E4_2,29M2_E4_3,29M6_E1_1,29M6_E1_2,29M6_E1_3,29M6_E4_1,29M6_E4_2,29M6_E4_3,29M6_F7_1,29M6_F7_2,29M6_F7_3,29M7_G7_1,29M7_G7_2,29M7_G7_3,29M7_H9_1,29M7_H9_2,29M7_H9_3,Mode
1220,M184T25_1,1.193546237,-0.255254456,-1.740566795,0.090220177,0.16036907,DOWN,184.0732319,184.0731758,184.0733082,25.476,25.432,25.54883333,37,23,14,166980.875,1728283.419,349139.3939,1448023.851,653599.5801,2153589.026,1987238.892,2486499.812,1098960.77,1538060.948,1572766.696,2057264.512,1720260.856,1772377.371,1804882.27,1271262.755,1779133.597,1566303.086,1645622.708,1470027.987,627725.8941,573076.3695,552558.7846,864277.9822,743471.771,769521.7365,981338.754,1031150.589,1028802.925,1853431.431,2759495.542,2041592.107,1325063.861,1294034.17,1476664.343,1585750.763,1636212.695,1343051.728,1462335.903,1472217.189,2398297.13,2100472.197,2711904.872,2120123.698,Pos
1221,M335T26_2,1.16887758,0.22512384,1.754161319,0.090346119,0.160461409,UP,335.2219717,335.2214501,335.2223933,26.00341667,25.911,26.127,40,24,14,2286.515,15090.57724,4548.520153,17639.03741,4189.652931,7143.818758,13370.99464,22946.21638,14024.93163,10976.18838,20560.61924,12245.40736,11933.596,21837.8601,15932.28876,16477.32326,19684.0409,10029.35044,15057.51296,14138.50989,12538.2794,21849.28508,18992.76494,16673.64625,18872.37186,21763.71473,19025.74682,19335.75642,22350.0603,17679.71371,13912.15086,18889.69622,7130.414111,19050.62534,16688.77474,13203.86822,16770.37469,12562.8172,15885.26218,17239.1633,26088.55866,25061.56823,15237.88418,16534.4004,Pos
1222,M106T5_3,1.370053489,-0.454232219,-1.748350037,0.090664385,0.160877398,DOWN,106.1113595,106.1112833,106.1114504,5.4922,5.4139,5.6069,19,15,4,3182.854,15041.68218,7055.824425,10978.90141,7067.06625,22066.98409,17744.05599,12614.11287,3828.168946,5423.178211,6980.412109,26534.31467,5840.093735,12577.06175,21833.44106,17968.04451,14234.58073,22083.37205,19756.70288,16140.70909,5690.120931,6971.138302,8417.88896,23341.69175,22179.5511,25951.84476,13375.44687,6907.951687,8129.04135,20458.27435,19576.06122,13445.53498,7769.938582,2642.824256,5688.029962,3314.927158,9114.036526,4791.399068,10861.65086,11432.39664,6075.974308,4655.337511,19178.46642,3524.10626,Pos
1223,M165T25_2,2.337632268,1.225047998,1.741403576,0.090728708,0.160877398,UP,165.066288,165.0662183,165.066416,25.04683333,24.664,25.1905,21,11,10,102443.969,216531.2393,307108.3115,506170.412,716262.7542,656420.6697,699627.9203,9722.92695,2690.039609,7036.632442,10576.1773,6689.129543,8626.48036,10639.91748,8522.602957,8735.577918,8590.12728,527949.4347,609885.6324,672255.3205,1920954.27,2218680.606,2452978.611,341148.3968,406914.8486,438353.4034,6773.30688,7545.231305,10547.8652,7338.029808,892835.668,7867.573808,8419.189301,13970.77026,10825.01438,7792.795975,10696.73355,7592.003552,244443.2887,550331.4212,600660.0068,563612.0108,690762.9939,727045.8491,Pos
1224,M242T6_2,1.307316499,0.386608457,1.745956191,0.09099269,0.160990655,UP,241.9262101,241.9258652,241.9267081,5.771983333,5.629016667,5.8909,34,19,14,2525.068,11354.86066,2975.983548,14844.39668,9038.75088,7435.794286,7382.459839,7425.005462,11914.45351,11519.08569,16629.06477,13811.59089,11381.08194,14768.62491,14384.09079,12014.9245,13895.47723,10450.21545,8428.992573,8882.04804,31065.5066,36003.14442,27863.77741,4476.911081,4247.807194,4731.409105,8190.013024,20239.53005,16447.04679,6792.192223,13473.46899,8905.603303,16838.25356,24452.47653,26187.84466,17000.09639,12749.8164,17814.56065,5049.735653,17626.56304,7013.586364,6935.05036,10908.91467,11252.21197,Pos
1225,M227T6,1.232111284,0.301132566,1.747322157,0.091060478,0.160990655,UP,227.1385291,227.1377641,227.1390347,6.448691667,6.357733333,6.588483333,24,17,7,1632.791,7722.198246,1429.918208,9514.607599,4688.61245,6305.220794,8690.349213,7945.802552,6960.272227,8197.924064,5952.484579,8201.146824,8178.613844,8236.297498,8155.475293,6056.905934,10696.91567,4984.390582,8547.763902,8723.41072,10661.32193,14985.83155,15126.15053,3043.683523,2375.743182,2485.18506,14567.73554,12156.79002,18377.0183,10415.12801,7812.477596,6830.240367,16293.61959,7136.440263,14399.49372,12123.61326,7076.504934,13080.12783,3348.309825,8800.200676,7063.138157,7612.687009,4197.630827,8381.510685,Pos
1226,M124T5,1.218150703,0.284692627,1.73838925,0.091089134,0.160990655,UP,124.0587401,124.0585637,124.0588996,5.21375,4.9873,5.338983333,29,17,11,2687.279,17916.20957,6230.324234,21824.64329,7694.815306,24377.99867,20116.31041,20882.50284,25549.43962,18830.01642,12848.28804,11829.6942,25097.70066,25161.10943,7338.411854,11858.84811,16507.44444,24101.84777,10365.25788,13878.27326,34362.96525,30386.43743,44477.20703,19261.30801,17351.83031,18996.9832,20537.17779,19999.04223,21903.5429,9813.23649,22412.50861,19637.5272,19533.41361,22870.18095,28919.30866,25906.79445,18276.03996,31830.13424,19564.64969,17416.53227,14501.76506,19678.17464,11158.39971,14996.2793,Pos
1227,M186T5_1,1.26645525,-0.340796101,-1.741504348,0.091089531,0.160990655,DOWN,186.0069297,185.9955458,186.0073032,5.000183333,4.782666667,5.854733333,55,24,15,3250.962,38776.97882,13596.563,30618.5148,15196.46281,59396.67961,23057.4132,33475.84705,46042.25012,12199.18283,43220.60026,47825.50792,21943.1193,37439.07297,55555.90248,46103.92537,24239.496,34720.42597,48735.53563,47699.72354,55854.79722,9758.654258,7956.326713,15492.80951,18361.48771,11101.72735,33014.141,30090.40404,11197.67621,41978.1383,55463.23166,18330.55711,34097.0474,26180.80548,53799.97193,53423.80705,39392.13187,21919.56592,40016.9552,21340.04513,29897.63143,46635.15148,27463.42728,32077.86385,Pos
1228,M197T16,1.449235352,-0.535291904,-1.779799747,0.091202746,0.161059486,DOWN,197.0007613,197.0005404,197.0008693,16.3738,15.98003333,17.396,46,24,15,7107.112,465877.8264,290283.4048,321464.5748,152270.5449,906685.7457,488303.4882,88725.7943,963791.7717,535345.2011,309644.9766,751761.9783,329335.9415,202181.6195,848221.2843,86410.87871,228216.8711,555180.6263,427070.7853,267290.433,594800.5614,282749.5911,245305.4678,209864.4248,95348.22872,250969.6407,471329.7024,273036.6507,111395.9587,623369.4034,111692.9932,207072.3076,329995.7151,308609.9247,162660.7294,599234.4572,386350.0557,366386.3566,384452.7857,438040.3252,308341.2907,437147.632,164507.4244,352488.1691,Pos
1229,M351T11_3,1.295294191,0.373279805,1.736531943,0.091475095,0.161409001,UP,350.9540228,350.953887,350.954386,10.77516667,10.5244,10.96163333,55,24,15,7169.522,83200.39276,39419.97251,107768.9854,48142.92461,43019.15865,54364.56038,37675.31003,125612.5088,95586.66104,141946.511,40094.72034,21986.11687,133230.1591,41030.0352,102485.9136,100014.1355,104436.3503,107508.4743,99015.27628,100537.9453,177767.9386,182970.3507,87453.0609,92855.36692,158141.3463,40333.89841,123134.8485,180368.8995,80919.30309,109731.1137,53564.16773,125182.6055,173404.6749,166425.5186,117542.1407,65925.0997,153285.2974,28827.41766,92525.79922,75516.02506,68631.83331,90865.69385,40545.30515,Pos
1230,M305T26_4,1.217967501,0.284475638,1.756317986,0.091831794,0.161853996,UP,305.3031503,305.3028179,305.303531,26.01033333,25.44316667,26.09283333,48,24,14,2940.145,27766.3792,11457.59064,33818.54748,8657.137126,9275.706153,33390.10823,38814.53506,2941.925347,17096.7241,31878.0108,29253.55939,34206.05571,46761.58086,26096.39209,34162.66557,32306.31415,23965.20308,20700.69632,35646.21115,25004.18507,34392.89301,21109.37267,37503.41814,18891.05788,45265.76004,40501.44084,44100.31856,33987.28239,30581.67697,38107.90373,19598.99299,43973.61494,31144.15185,30010.99821,26945.24958,38857.40497,42701.97332,34385.67693,40272.67294,35866.10531,17761.69563,34428.83766,46252.45586,Pos
1231,M348T11,1.233495898,0.302752918,1.733342268,0.091876558,0.161853996,UP,347.8293619,347.8292195,347.8297226,10.78376667,10.49696667,10.8799,43,24,15,8030.404,113405.8338,41792.06675,139885.6308,52976.96211,50960.20231,66028.45442,88571.05869,100866.1568,167476.0818,169271.4467,70891.47149,104158.0826,139841.0074,52381.943,115523.0349,153159.9458,120786.2945,130969.6856,170202.6405,166958.9875,205196.9181,231415.0615,165958.6484,156990.398,222878.7156,150490.6509,177538.1679,207714.6393,88965.04518,59037.69239,117287.673,137477.8726,181148.9916,136774.5503,130306.755,158227.5523,180180.1474,48192.98643,98641.64589,103391.6452,75060.16972,96681.15228,60739.07179,Pos
1232,M195T2,1.389345757,-0.474405678,-1.776559103,0.091953511,0.161858075,DOWN,195.0359946,195.0359007,195.0360411,2.277433333,2.053683333,2.638233333,22,12,9,1321.465,28365.43976,16064.40307,20416.40075,8220.8523,36738.41403,13126.79172,19319.77234,51885.36367,27508.92726,18033.48621,57242.96642,23327.73671,16049.38494,52071.47417,22753.73108,15944.93204,45904.17825,9922.52769,15651.90981,30924.3298,21691.9185,15576.61518,30557.62248,18270.95446,12654.25502,24815.45512,11877.08236,14693.06676,31555.49388,17591.74164,13987.97167,30946.06373,19364.85354,15141.29015,36323.33844,23584.73712,14359.08153,14378.48914,7497.359433,14935.55373,36078.44053,18226.94638,14960.95737,Pos
1233,M219T24_1,1.204474687,0.268404075,1.761226023,0.092052145,0.161900281,UP,218.9340083,218.9339608,218.9340875,23.83483333,23.59466667,23.917,19,13,6,698.222,10177.85242,5562.958787,13047.12316,3766.077015,0,15036.92728,11535.19139,0,14606.82645,13279.30975,8653.809635,14510.67117,11288.81371,0,15789.48088,11517.58095,11845.81064,11866.72045,12736.64407,22159.64382,10005.48273,10337.02699,10117.53031,17873.05016,12972.19835,11661.70843,15255.78567,11870.16963,14337.10191,11699.6645,10806.98566,19470.0642,14736.84769,8957.166761,17675.39194,18752.91467,12034.75887,10339.43806,13562.34553,9558.832954,7613.780605,9782.110665,11550.95571,Pos
1234,M225T30,1.442792075,-0.528863403,-1.778930143,0.092486972,0.16253323,DOWN,225.1486453,225.1485241,225.1488868,29.55583333,28.8125,30.0345,31,16,6,1592.16,41142.96848,25881.79723,28516.21464,11719.7667,34066.72737,30090.41925,28277.26859,32387.24446,122138.0298,68655.23903,28563.4389,30220.4007,64744.36623,31134.01788,33191.59267,28086.87629,28667.39083,29109.9928,27811.52239,27024.82173,13828.29707,27589.82816,29313.16327,31449.68982,21166.23616,31663.00629,23605.75567,38352.60284,29388.92596,26496.06595,33320.00517,42470.35718,26748.68328,35419.70478,16207.59156,24198.26406,18347.30351,19355.37396,19422.15975,37796.2149,19748.51199,20474.87177,71001.71648,Pos
1235,M204T7,1.819405328,0.863466983,1.74826305,0.092633971,0.162659746,UP,204.1228839,204.1227436,204.1229701,7.416516667,7.20775,8.15455,27,12,14,130932.563,155865.8379,59865.27573,283583.136,349786.3644,5842.175513,187958.5626,131380.0548,124403.1004,117714.0186,146768.8024,299387.1901,182099.2359,150782.5605,197680.5892,144766.5032,163597.2727,167838.6948,151684.6007,166084.207,1081950.796,1410750.591,958848.3894,42183.42616,86236.45734,153286.2149,339560.3577,179315.145,242363.3741,195681.3017,156444.3442,8122.009251,134012.299,172334.0158,151914.5774,184948.0179,214643.4092,315771.4356,73420.42561,96714.97137,113182.808,174174.066,193990.6792,126146.1523,Pos
1236,M206T4,1.350514612,0.433509249,1.734010556,0.092828347,0.162859817,UP,205.5096741,205.5095659,205.5099047,4.4239,4.382466667,4.49305,27,17,10,1830.271,8941.97562,2857.458027,12076.26873,8083.85415,7513.048053,7947.890442,9649.291323,5627.190826,8231.604418,10213.48781,12257.40056,11806.76839,15516.93421,8389.234638,8188.293253,11093.67034,4946.477419,5832.105141,6916.237476,24401.92523,30420.07261,30121.03443,2798.010414,3644.460277,3329.845001,8157.529922,9383.389936,9973.036346,10715.94829,12520.84135,12897.10357,16878.59162,20107.51841,20277.00031,11380.83778,13917.72503,14238.99726,1770.015645,5575.789399,5427.511828,6569.445488,7339.410362,7984.409124,Pos
1237,M187T11_6,1.24856832,0.320274766,1.729213462,0.092953828,0.162859817,UP,186.9950436,186.9949727,186.9953651,10.78078333,9.739566667,10.96716667,48,24,15,3278856.5,53512463.94,21750091.35,66813967.19,25752327.18,24986342.43,23484176.03,39379165.63,67744005.25,84797660.55,89494441.1,51359851.03,55968232.05,61133024.25,19582639.47,45389048.2,64606527.4,69764010.56,69180253.56,35817581.59,89524916.66,93826066.14,102468578.3,60328080.59,105133113.9,102945591.9,77829307.3,80506726.32,88543730.54,17492539.36,28666035.96,54765015.88,73003031.59,77200746.6,87144693.07,66828972.02,74573313.07,77530495.76,27869586.48,34762728.95,47842064.66,40997293.85,45067277.51,48685306.15,Pos
1238,M143T15,1.386545401,0.471494856,1.754196202,0.092973209,0.162859817,UP,142.9479286,142.947903,142.9480722,14.97983333,14.20153333,15.71256667,39,21,12,6205.618,282225.5473,210858.7866,391318.5345,147252.2129,714.9693587,169617.2271,277875.7736,664.7661393,448943.8444,411344.4724,72859.1763,441831.6911,428068.9814,980.2016326,494512.7307,447698.277,31642.78093,548548.4144,458079.903,429580.377,434361.2026,107926.9366,584500.7338,593272.337,552725.6122,71197.39008,504695.9911,422328.9641,454183.8777,429857.733,389739.9657,467256.4063,450425.8074,406111.2579,416838.7097,486122.3413,429352.3267,165913.2594,476552.3668,394722.5641,273980.1692,368969.7169,81028.78206,Pos
1239,M226T26_2,1.127408263,0.173010046,1.732437002,0.093161603,0.163058113,UP,226.1801054,226.1798435,226.1803898,25.64608333,24.31166667,26.31116667,52,24,15,8635.524,94212.29469,20672.03476,106215.7195,21642.80442,78869.78923,94434.83388,70359.16733,93892.35115,85211.002,87882.29927,98662.93525,86119.78631,96853.54587,65685.48216,144561.4123,112613.6784,88983.84933,127300.2484,81754.03958,92341.41255,93548.32885,99607.33577,94022.90612,121968.0572,87941.57593,90578.40227,128498.7818,115979.6541,106833.6887,162898.0395,67595.33296,109326.9551,90819.11337,137918.0283,93007.72085,113873.6874,141335.9149,98852.32993,93655.15001,89484.8146,124108.9205,82960.3928,112020.7249,Pos
1240,M288T25,1.485131878,0.570591047,1.725594644,0.093722017,0.1639067,UP,288.2897428,288.2894085,288.2900115,25.27133333,24.72333333,26.011,44,24,13,8786.267,45954.89093,23482.8493,68573.0094,56929.8278,0,52171.40575,58681.70264,49526.86477,8496.741589,16945.1765,73103.52088,59656.50429,66617.89488,43577.44816,32441.25428,37858.67295,83842.2723,51742.53295,54661.37193,48539.86415,47436.60204,52115.47806,14519.55909,24869.22789,23712.11841,84416.50612,56763.27299,61642.95057,78004.05629,88543.08693,57847.11235,145929.9424,218436.0426,228313.6753,77624.09535,102129.5075,66003.85801,35345.68607,35065.67485,35397.67821,34075.83394,13838.97996,15181.4166,Pos
1241,M354T11,1.257044414,0.330035624,1.725857992,0.093842424,0.163921279,UP,354.2167941,354.2163864,354.217255,10.77316667,10.48053333,10.89483333,45,24,15,7592.776,107895.5432,46434.76558,135629.4898,52418.63607,49339.15613,64858.80873,87045.87275,121278.1203,164046.4568,208486.7199,64765.7388,101016.4107,136516.173,35032.13546,112419.9964,149128.5081,119193.6716,125904.9086,79400.47036,162120.7943,199406.3257,224108.0084,120767.9665,197969.8901,218688.4484,72284.96857,173318.671,200911.2938,86963.35765,111307.6517,116726.7234,135846.8771,121245.5085,186709.6742,124398.522,153222.5726,175006.4427,46986.71745,94942.25656,104127.1226,74430.59875,94257.64002,59359.72379,Pos
1242,M1075T11,1.394018277,0.479249477,1.727092785,0.093881532,0.163921279,UP,1075.021247,1075.020509,1075.022744,10.75496667,10.6376,10.99623333,36,20,13,6226.622,35337.97079,23706.66924,49261.77716,25703.83008,16569.6879,26857.97068,8788.98608,31478.31994,97187.98635,20775.7014,12288.89369,32473.89423,35006.07282,49110.93034,9674.372696,55156.43328,33077.99303,36283.73661,65338.58278,44372.63676,97723.63668,88436.66665,35425.38879,79732.00359,25165.84366,54477.94181,56987.87893,53047.53307,45261.4681,36957.74432,48206.33855,42382.33602,79425.65947,88957.4984,70194.10664,29675.72588,79172.73255,7449.449849,27601.5537,23851.83827,25230.79342,26828.14132,15717.73533,Pos
1243,M140T13,1.282022418,0.35842149,1.719856379,0.094231983,0.164300182,UP,140.0017058,140.0016069,140.001849,13.48408333,13.36313333,13.57433333,28,18,10,8027.373,223242.1598,98929.69569,286201.4536,128463.7132,151826.6523,214329.1515,190383.4661,161943.9286,473360.3718,265957.1452,165928.5206,421610.4242,236345.6775,195663.5291,148990.5072,204055.3682,112173.224,200118.9087,205945.5227,298824.6425,306918.4422,625544.807,153689.8302,171721.6174,173214.4808,256607.4272,194804.594,480219.4895,433220.6102,225777.6941,485020.3956,226319.4053,228832.2261,254239.8282,450324.7658,241702.1192,207388.9885,171236.5784,438977.2321,281167.7451,186000.5596,189575.4005,187506.0059,Pos
1244,M247T1,1.1352516,0.18301207,1.723229211,0.094250066,0.164300182,UP,247.00396,247.0037966,247.0043172,1.37169,1.2368,1.462793333,39,24,15,50759.59,250990.6823,56624.69,284937.5737,64680.70716,199130.1019,132623.0585,229307.5982,204372.4424,256421.5916,297736.7652,219866.2368,263156.3526,323978.5186,184369.4412,287865.1334,325418.233,238744.7929,286615.536,315254.4316,211417.3588,268841.1511,281328.8519,313313.6513,351943.8455,406509.8788,201154.5054,250533.7351,287355.9394,158833.3755,190324.4428,208441.8073,241676.7441,305906.6215,359308.5553,248418.2502,284634.6061,358471.8431,276305.9632,344036.5216,368280.1229,250190.501,328179.0738,343094.423,Pos
1245,M124T2,1.339000493,0.421156492,1.716792078,0.094394474,0.16441975,UP,124.0870725,124.0869787,124.0872101,1.672665,1.03067,1.965333333,46,24,13,3484.701,103127.4227,49836.50799,138087.6699,77320.41997,110326.6291,121945.1744,35147.04232,49374.14388,74434.74469,106650.3806,139200.0125,203773.51,182502.9524,73830.45711,126619.1169,132208.7093,62962.05254,89965.71974,37970.69555,71995.62326,137550.5882,136836.2261,97200.27329,109361.258,92061.96239,198032.2836,133549.0125,97044.78623,120497.8951,91753.75568,34989.47347,184645.1092,183219.3062,81284.79398,337060.0248,244702.4336,39217.75828,84275.95846,168644.3704,116245.506,56490.78682,305850.9719,191593.92,Pos
1246,M173T7,1.786226939,0.836915385,1.715614486,0.094714216,0.164844283,UP,173.0784409,173.0782416,173.0808897,7.354333333,7.061583333,8.075316667,37,22,14,6783.714,15212.43106,15294.18268,27172.85416,28145.8259,8820.46977,7920.890996,9935.263284,13229.21363,8176.715299,51205.73664,17427.87218,9252.22593,53368.79026,6660.047263,7096.905009,8993.811261,8033.988472,10034.39252,8030.1434,94904.57255,95694.11161,99772.60269,8986.911174,11441.12762,11235.02774,16222.86185,21073.89507,22639.44825,16210.17597,9956.859824,11619.65091,14691.02783,24993.17087,23570.9279,31674.10709,36743.41259,35591.56886,15988.71655,11111.03752,12018.76754,7801.529531,8306.900988,9900.087347,Pos
1247,M427T26_1,1.204105694,0.267962035,1.72725527,0.094984472,0.165085473,UP,427.3053301,427.3046985,427.30629,25.57783333,25.494,26.0925,43,24,15,5227.655,37046.73392,13619.50828,44608.18327,12773.48476,36192.69573,17267.73382,42218.77325,48098.95557,42224.80018,71981.38397,41841.46948,40092.86916,30914.36226,14781.48372,30070.71663,39816.3931,40302.38433,36091.42571,23805.56192,55151.89956,40557.03545,42940.12968,61955.23445,38045.83249,47274.66944,59811.88131,48628.25721,61066.03554,21430.85789,36303.55713,28135.43378,55320.0399,58556.38476,36152.2621,57737.30945,39911.53723,65680.98952,44902.58382,31293.93281,48230.78849,33537.5019,23734.79585,34237.44875,Pos
1248,M160T24,1.312985914,0.392851439,1.722980952,0.095005047,0.165085473,UP,160.0455988,160.0454997,160.0456636,24.05,23.993,24.09983333,39,24,15,27401.01,93231.97249,25850.33242,122412.2666,76253.77575,65722.87034,82977.82365,97519.07772,62096.53435,97368.29819,129963.028,95878.07564,119260.8039,141137.3457,81854.28978,94873.85948,120884.8855,53515.3864,67612.13082,87815.17793,233442.3789,285466.1877,316701.5164,28433.43688,42233.47847,51589.73927,92150.24893,113476.9713,153162.6874,76273.69335,110405.4751,122853.3762,114802.4214,158357.1118,190856.683,121704.9918,140366.5795,185797.9527,20727.02758,62114.28184,80252.05903,57440.45764,83090.71678,96194.92647,Pos
