,name,fold,log2fold,tstat,pvalue,qvalue,updown,mzmed,mzmin,mzmax,rtmed,rtmin,rtmax,npeaks,3M_pos,29M_pos,maxint,mean1,sd1,mean2,sd2,3M1_2,3M1_3,3M2_2,3M2_3,3M3_2,3M3_3,3M4_2,3M4_3,3M5_2,3M5_3,3M6_2,3M6_3,3M7_2,3M7_3,3M8_2,3M8_3,29M1_2,29M1_3,29M2_2,29M2_3,29M3_2,29M3_3,29M4_2,29M4_3,29M5_2,29M5_3,29M6_2,29M6_3,29M7_2,29M7_3,29M8_2,29M8_3,Mode
1731,M146T4_28,1.222804142,0.290193344,2.129660412,0.03887606,0.045837302,UP,145.9856473,145.9789681,145.9938479,4.152866667,4.070016667,4.262733333,69,22,23,2377.483,10665.22386,3432.48273,13041.47991,4193.513655,7662.262702,11398.4483,13788.26518,14342.59948,9339.99976,7568.126362,5918.420706,10721.03051,8978.810901,22684.35599,11527.19759,9936.617822,8275.731026,12574.30665,10666.49368,11229.09222,4671.022849,13379.3675,9943.757597,12333.69714,11405.58383,13435.46374,9828.801707,9056.425032,10599.86064,15061.22486,17771.27509,14893.80636,17214.01117,13316.51763,15270.17493,11920.84308,Pos
1732,M1048T24,1.39368069,0.478900059,2.138376819,0.038899358,0.045837302,UP,1047.74291,1047.741816,1047.745604,24.05033333,24.016,24.08233333,27,13,14,3972.211,8791.336805,3900.11867,12013.6081,6214.82293,14596.73758,9590.94466,12969.42437,7270.865964,4607.507333,1448.257569,7702.884802,4756.097415,16637.14827,16629.69215,6669.546893,8141.301817,7969.212,7204.876288,8114.334667,10181.40467,19100.96658,11819.82387,21192.44512,12539.86908,11716.53552,6102.90372,11209.85707,8645.951298,13536.55183,13850.93524,0,367.6628711,19011.94302,21027.62499,9056.1302,9160.984156,Pos
1733,M121T9_4,1.270243086,0.345104611,2.128522323,0.038910468,0.045837302,UP,120.9565923,120.9503418,120.9568886,8.613216667,8.475433333,8.914983333,85,23,24,45713.855,448127.539,205744.7121,569230.9079,183082.017,550744.8766,651878.0164,543319.8214,46148.43188,439291.5037,16740.63903,525452.6601,684530.5848,600124.0261,36396.31851,679872.7565,585628.8113,460951.5487,505566.992,501664.6809,541321.5333,612928.5468,622953.372,495893.0951,16685.33113,697406.2661,526435.6833,526724.6517,566888.5295,596024.3214,586296.0954,712834.3831,856246.713,56911.60069,745050.2385,661621.3757,657336.4691,Pos
1734,M757T24,1.261363869,-0.334984514,-2.158055719,0.039023755,0.045944245,DOWN,756.5534746,756.5517662,756.5612822,24.4675,24.29266667,24.9195,64,23,24,324505.438,2510992.753,436310.4504,1990696.59,1093799.819,2045538.096,1850778.864,2385516.008,2065939.718,2317840.343,2550033.526,2090994.733,2431515.866,2958499.645,2376138.419,2724470.775,2473452.509,3163089.089,3442287.499,2695380.287,2794067.915,2756811.699,2479781.274,2813478.339,3151390.963,1747776.71,1931095.747,3438440.218,3448759.711,1685508.484,1993575.798,40988.36764,34616.373,2466677.633,2441078.829,466967.2477,880070.1251,Pos
1735,M140T9_2,1.087960671,0.121626405,2.139821821,0.039067064,0.045947182,UP,140.0680728,140.0678997,140.0683087,9.395241667,9.343366667,9.437033333,40,17,23,3259.402,48324.57309,4867.676573,52575.23496,8365.387996,56344.54126,51845.13661,49828.27898,48877.67448,49843.31782,48712.78744,57376.57394,45956.26378,45848.48927,43208.79826,47329.047,39260.87456,48535.04845,45234.95828,51352.87955,46354.77293,51345.9744,41377.79128,50152.17852,44424.31347,57919.12782,51138.80481,50818.77501,40599.07014,56881.17776,52953.80419,71815.29805,64849.4054,46154.11588,40612.62406,54235.21387,49339.7091,Pos
1736,M143T4_49,1.239749364,-0.310048485,-2.125724106,0.039071263,0.045947182,DOWN,143.39895,143.391649,143.4055677,4.157383333,4.089616667,4.24815,47,12,21,1646.845,12190.58125,3877.408456,9833.101436,3718.935236,9712.712331,5629.091069,11091.93963,16164.17864,13865.13876,13948.45464,18401.38166,11639.09967,9463.662157,7074.666501,18473.81206,9055.42723,14594.76587,15083.77882,16411.79118,7257.408537,8902.903674,7688.481424,5000.995107,11792.34587,4535.099275,8937.040812,17497.27627,17890.05222,6778.902189,12507.3946,12157.23073,10868.60386,7150.743605,8309.597679,9289.063105,8475.349622,Pos
1737,M151T4_57,1.212930313,0.278496666,2.127400616,0.039097276,0.045951304,UP,151.4610881,151.4538843,151.4687265,4.152866667,4.0865,4.281,61,21,23,1973.687,9420.371734,2879.939364,11426.25444,3561.160807,10568.62044,8032.23109,7772.716423,8546.711982,15956.81669,8461.035415,6224.475354,8357.398552,9841.137526,9376.397617,11476.7744,11145.21821,6264.755635,6513.347825,13035.29118,8797.604643,6759.928435,11539.51785,9848.101855,8965.305002,8854.979055,13807.42364,7361.188796,10791.25144,14021.08437,15898.5542,6418.057039,10477.14354,10044.11276,7766.830656,12425.45617,12165.0558,Pos
1738,M140T18_2,1.291481447,0.369026918,2.125978331,0.039179381,0.046019478,UP,140.0017998,140.0016353,140.0020429,18.48666667,17.4025,20.44083333,70,23,24,100517.242,5360520.453,2274829.866,6923012.71,2750248.353,5244255.384,4385495.716,1970083.553,6784583.298,3357537.837,7754604.361,10857397.36,6659231.993,3999342.102,2939625.462,2819602.657,4260716.257,5373272.459,8273553.968,2414874.305,7235166.187,7739427.36,3060237.941,10537114.69,8637628.228,8973084.425,8380572.22,4674885.952,2096468.866,7057489.104,6979152.118,7327953.991,7302461.443,6527612.448,3613367.6,12620136.36,10444354.09,Pos
1739,M218T20,1.20305414,-0.266701569,-2.128773585,0.039200365,0.046019478,DOWN,218.0335102,218.0332776,218.0338629,19.83908333,19.357,20.65133333,30,12,8,5309.245,106145.0529,32176.03224,88229.65596,24890.13396,111071.328,90863.20375,99241.41407,157948.281,173913.5648,98147.26888,82930.05558,77573.94773,114408.0216,66708.16897,94024.28319,81047.41147,96992.3631,104127.7503,96138.47485,87960.78166,90361.55008,79231.44682,80041.72216,74290.48263,93551.08398,78928.92899,91227.29892,103712.2384,89630.08748,78342.78948,82912.33693,69658.31384,166291.7985,73713.54547,87725.93067,95378.3495,Pos
1740,M361T23,1.465208023,-0.551105506,-2.122680348,0.039388546,0.046213819,DOWN,361.2737707,361.2718913,361.2748012,23.34366667,22.98983333,23.4015,35,18,13,6999.981,38398.48167,18328.90267,26206.84645,21003.67962,12840.61579,20146.66626,36005.24923,21117.81394,64402.60329,72693.92862,19043.15305,15395.91259,46498.38937,29141.31638,29958.79878,29691.07488,49365.14097,51966.65903,56351.74651,45155.08657,30371.7881,16877.95449,43041.30472,51990.39345,13710.96411,16920.3076,47031.02434,73042.6416,15798.56093,14353.97606,2356.295695,2664.524276,21489.50671,20215.22622,10697.3541,11042.72413,Pos
1741,M447T25,1.090241206,-0.124647354,-2.127512367,0.039454341,0.046244115,DOWN,447.3471115,447.3467521,447.3479483,25.19383333,25.15066667,25.24066667,47,23,24,6321.302,71306.58825,10783.30758,65404.41495,7960.833921,75320.14697,55052.02545,80789.2661,81833.17128,78070.50714,87315.60381,56936.69465,63523.00906,74085.29121,56026.3847,68013.7049,74167.82253,73736.6159,65364.59478,78886.71753,78580.81448,66234.62915,67267.1549,68899.01686,70098.05103,65587.06249,62339.59221,72862.21305,77981.72966,54397.46253,59262.60619,46291.39433,56667.88568,63181.43632,74589.21006,61471.63333,56789.17923,Pos
1742,M197T3,1.454594733,-0.540617258,-2.133018631,0.039459672,0.046244115,DOWN,197.0007459,197.0005361,197.0010077,3.238391667,2.611116667,3.74765,26,12,13,11028.299,310620.2098,184430.7497,213544.1595,119233.6804,646055.6204,207853.3912,594058.1615,217185.415,252478.8463,213495.1875,251215.3962,214454.7299,553584.6669,204797.6086,64107.51359,219770.9613,245502.5824,213242.459,239240.5688,194321.1217,108955.2316,191201.0987,239415.9996,79410.4137,35745.78755,192660.4371,35776.1088,188432.937,266233.8113,439841.6753,215246.1814,89258.13714,223152.2571,191773.049,216428.6981,190143.8525,Pos
1743,M240T6,1.329385861,0.410759915,2.119200568,0.039638735,0.046427313,UP,240.1802369,240.1799511,240.1806062,6.314783333,6.250833333,6.37805,45,21,24,12018.67,36123.69529,18556.32551,48022.32978,19931.95776,20450.36386,39360.76932,24713.3897,31172.04958,45016.97705,71871.37259,45853.09452,64186.92439,32722.04605,46309.91974,36817.24734,48801.51129,40604.45909,55599.98063,52464.92856,65281.79343,60828.21417,78379.86799,49001.5135,43033.03815,62542.6377,70185.57809,49918.61853,86349.92892,50959.33504,65726.50288,61166.98092,88826.19643,33240.69218,39783.56272,36705.79813,45268.95865,Pos
1744,M148T4_36,2.710767792,1.438701535,2.148145542,0.03967183,0.046437265,UP,148.1916367,148.1844977,148.1988558,4.15955,4.037166667,4.256466667,56,21,18,17882.846,20152.59883,30357.35524,54629.01584,72251.98789,13364.1677,9852.736437,11576.78739,10328.0241,11205.26974,108169.5428,20446.5085,14176.1545,12725.73757,9362.946406,15104.68623,7516.899682,9217.591691,8643.947975,8822.95018,10418.21993,14415.14288,12204.47796,11499.47932,16517.51581,146205.5344,176817.3192,14960.29031,152855.8077,16359.784,189610.8279,21283.85207,15426.92517,17070.92027,16180.95489,170443.6362,216259.7769,Pos
1745,M267T25_1,1.134253414,0.181743002,2.119119997,0.039709647,0.046437265,UP,267.1227955,267.1223995,267.1234924,24.796,24.71216667,24.895,31,17,14,2220.181,17329.17498,3495.640494,19655.67587,4021.992996,18506.72571,23651.79902,12952.79617,14435.22221,17356.60626,15665.52416,16549.81671,22675.04027,19749.68404,9235.282209,20167.76773,9671.6494,14637.69488,17886.80623,17277.1217,18115.47349,12401.15982,21596.82381,19038.79648,17272.10472,19978.05955,16384.57506,19069.62455,24733.39792,21669.16571,22778.10579,20406.09286,18459.31123,20040.41219,16116.86607,23035.21704,29035.64543,Pos
1746,M149T4_52,1.276648958,0.35236188,2.118353575,0.039715471,0.046437265,UP,149.4055306,149.3994195,149.4137131,4.154483333,4.070183333,4.281,71,23,24,3727.159,11767.56201,5072.944863,15023.04578,5461.53453,23650.49042,23709.63181,11400.74691,10534.29697,7245.017012,11921.2195,16077.77951,11190.53581,8491.305141,9345.087459,20638.56303,5096.968813,9828.182407,7061.2946,5203.337639,8415.312603,17656.82964,11198.58397,6103.828373,10527.76367,17312.6734,13126.44166,7730.272975,10619.94325,11392.77422,13792.42618,17149.15699,21160.14392,28515.13277,14149.81792,17945.71599,18430.47831,Pos
1747,M731T24_2,1.232007113,-0.301010585,-2.14567246,0.039820577,0.046533509,DOWN,730.6794357,730.6787145,730.6809472,24.44383333,24.42466667,24.48033333,43,22,21,7756.326,64614.87201,11303.88225,51969.41709,26462.39293,60284.95518,65501.66374,57383.29957,65420.67988,52527.40575,52201.86422,58430.25259,72953.80583,75554.36406,71116.11039,69887.14226,74790.20195,77508.45134,91754.05297,60853.802,69157.80998,73018.224,71534.2458,74144.5938,80474.96499,46042.4433,40871.16324,76244.01459,87442.21079,43942.38161,58807.8908,136.1147458,0,57925.95642,66705.78234,26668.49345,28247.27392,Pos
1748,M106T8_19,1.220989996,0.28805138,2.125294524,0.039918466,0.046621213,UP,105.8166875,105.8089431,105.8236145,8.347233333,8.213383333,8.5698,93,23,24,2992.845,14109.52084,3888.946235,17227.5838,5989.753801,20685.68305,19061.6761,14264.89139,19801.43628,15006.29642,15181.34801,8049.447916,16829.98132,17192.66793,14619.84853,9349.768994,14189.73421,9780.819712,10069.41171,14820.80145,9921.508477,16638.06573,17364.47282,9114.010523,20918.26029,18663.22814,13077.80271,7518.924529,20513.2884,32296.17646,18649.56667,7221.150206,7438.517106,24328.35322,23190.06607,17833.28626,11823.19354,Pos
1749,M148T0_2,1.264964243,0.339096604,2.130546514,0.039977528,0.046663497,UP,148.060403,148.0601959,148.0606242,0.0780475,0.047827,0.109700333,41,18,23,24031.07422,58024.4371,32412.87816,74735.55976,19500.02852,89239.64507,86840.10712,81614.6752,69755.8919,74617.38923,63988.20076,77560.85892,55820.31647,69287.46676,0,87806.41159,68694.96866,81780.84543,71924.34322,85728.53229,0,82116.16995,65258.11148,97619.39414,76691.4881,75449.79398,76757.92626,70792.36606,69099.92666,79533.53571,71888.74341,72173.48915,67647.05393,82215.94212,56573.069,90588.69244,91395.2357,Pos
1750,M144T4_4,1.219331633,-0.286090562,-2.115426749,0.04002065,0.046687137,DOWN,143.5635342,143.5567443,143.5703936,4.166883333,4.086566667,4.264216667,51,12,22,1724.112,12598.93613,3811.315823,10332.65749,3519.551581,7880.75895,7225.292675,16451.09278,6133.046696,13788.83982,14334.63821,10249.26853,11579.6525,17736.41224,8586.865898,10963.14171,9832.67678,14754.26093,15296.21586,16894.9685,7262.667218,6438.054611,7050.08486,14329.8201,8023.275343,8111.009225,21064.69444,17495.42764,8862.097982,10419.91271,8837.004119,7216.972101,12527.36312,7564.110013,9751.949693,11610.21498,10183.4527,Pos
1751,M745T9,1.202267546,0.265757981,2.129160961,0.040106915,0.046761051,UP,744.9116979,744.9092813,744.9137726,8.663716667,8.601216667,8.850866667,37,18,19,5130.868,11636.19223,2654.882493,13989.81627,4687.451397,13544.51472,9890.391745,12019.57576,9963.806649,10063.50802,16537.71746,12460.90295,9914.930624,12198.9145,13863.28026,14986.66234,16240.48972,11306.53117,15154.96834,9914.508577,11531.42931,17310.34114,16742.1291,10724.24886,15856.17079,13667.42702,15224.89954,15603.72918,8792.746421,17565.81597,10451.42793,8091.603624,11789.07792,8894.497579,24950.86489,11284.77353,20762.38997,Pos
1752,M144T4_6,1.215653342,-0.281731886,-2.12702711,0.040286538,0.046943666,DOWN,143.6006647,143.5939865,143.6088155,4.153225,4.103666667,4.278733333,52,12,24,1894.46,11336.11204,3906.538559,9325.11897,2351.244199,9605.391842,8618.962829,15196.92942,15093.09667,13291.55536,13258.51041,9659.686026,10799.83671,17134.308,9216.46981,17431.38201,6182.099607,13684.56812,14088.27979,7254.871006,15864.98225,8691.668634,6457.713099,5413.711296,10800.70569,7911.029725,7240.797865,6031.006359,6940.540323,9460.907063,10148.73869,10084.79168,12348.75632,12451.8101,10990.75086,9732.71024,13465.52943,Pos
1753,M311T9,1.197160314,-0.259616359,-2.115897618,0.040324701,0.046961331,DOWN,310.8286559,310.8281825,310.8290836,8.904708333,8.847683333,8.9588,28,17,11,2630.664,19953.40193,4499.687301,16667.27647,6063.062381,15713.6529,17074.48269,22996.00828,20037.61938,18154.7685,17434.301,18352.86758,17046.52526,27523.98999,14827.61244,25086.87832,24645.65388,19796.21726,19100.62936,15539.90239,14708.19969,12955.00876,19278.82379,11540.32467,15760.71327,13336.57251,12066.30869,16553.92026,13344.83015,15576.74462,13353.49267,8978.998133,8251.426858,28239.06634,29574.79954,15439.81974,14709.7535,Pos
1754,M473T25_2,1.69464392,-0.760982165,-2.111315242,0.040391129,0.047004309,DOWN,473.3186221,473.316906,473.3196606,25.14533333,25.10966667,25.22866667,22,7,15,43012.09,75046.95721,51839.5402,44284.79417,47861.86639,79109.4185,85880.72768,69941.29744,71733.42989,10201.52578,14032.79795,116204.5457,7292.009434,74721.50015,101239.4902,109984.4867,93127.35218,102751.4905,122360.1161,7020.855546,185593.81,13055.43356,13012.51488,14318.9975,14933.94001,15074.4618,16075.67763,15359.23203,12230.84737,92436.50749,77220.51864,72253.81583,4520.982274,185575.5418,19109.61006,8728.966086,125051.0279,Pos
1755,M415T25_3,1.383614345,-0.468441876,-2.112845546,0.040407654,0.047004309,DOWN,415.3417212,415.3411975,415.3427286,24.73141667,24.69566667,24.78683333,22,8,14,4750.223,29487.13512,14328.78122,21311.67202,12045.54347,10281.2635,11635.62973,35408.96614,39120.85791,39311.67282,41349.66408,35740.22981,10254.31716,38107.23178,11147.91177,11986.1965,41349.43779,43949.46569,38504.97874,42167.96187,39991.62292,40086.03479,40934.23932,38329.58091,10443.47988,17902.56848,21928.8829,41483.79373,16727.35304,13276.05718,10210.60203,14270.89748,12939.17789,9017.896803,19123.9541,11995.64113,13055.97091,Pos
1756,M150T4_52,1.228280384,0.296639927,2.109665362,0.040521359,0.047109733,UP,150.4110555,150.4040422,150.4187886,4.153408333,4.024266667,4.252283333,72,22,24,2199.801,10631.85566,3732.214937,13058.89975,4150.813719,12051.86088,14113.4466,6335.096088,8227.817977,8338.001269,9346.643548,8596.440606,12838.03631,7927.506541,12389.78237,5822.626183,13871.10398,6844.164453,9243.354998,10641.56634,10095.78049,9799.61729,8401.898935,13130.30188,11616.28521,12454.73745,12635.32863,8389.159037,9570.457431,9953.991694,5944.798403,16426.54524,9613.137832,17538.41906,16723.72166,13036.14603,13530.15739,Pos
1757,M137T24,1.209333011,0.27421157,2.1105756,0.040587508,0.047159782,UP,137.0962143,137.0960263,137.0964684,23.62683333,23.11116667,24.90466667,95,23,24,4443.727,71918.27254,21852.36895,86973.14105,26885.79627,68794.64381,104190.987,78799.59572,91927.70842,54189.0424,54423.36171,122457.3137,97611.0536,78150.45463,60750.81658,104622.2192,87849.25622,51062.65565,52930.33999,57653.3858,56589.86595,62187.21572,99902.3615,54058.14483,55883.9679,98440.40248,108019.2648,106781.6642,50672.96538,107835.3411,107000.6555,54065.76887,63672.72643,98714.30582,112790.9963,131388.5639,118139.6442,Pos
1758,M203T0_2,1.281632008,0.357982084,2.137180971,0.040683241,0.047244127,UP,203.2228236,203.2223566,203.2232022,0.259218333,0.226591667,0.289348333,27,9,18,5857.724,12302.93725,3027.507338,15767.83818,7315.626294,8562.740622,14495.31433,7505.106148,11963.09448,9029.927762,11120.12626,9313.208788,10591.28137,10404.21471,11804.50084,9183.377957,11728.74974,10074.29165,13071.73606,13974.3361,14735.82231,11926.40936,14598.5339,14332.42506,19901.98154,13216.34463,12835.05378,12477.31376,21458.845,11923.08209,25598.52627,8571.550243,29355.04061,11412.59129,31265.2101,12946.87235,33830.14103,Pos
1759,M234T27,1.261299355,-0.334910723,-2.117434857,0.040732212,0.047249174,DOWN,234.0972756,234.0968783,234.09773,26.763,26.6255,27.7715,56,22,20,3312.031,33799.97238,13294.44955,26797.74017,8833.67279,37742.07817,43909.65879,24705.14119,21858.63638,20263.24958,30845.22343,65866.70018,58679.53355,51527.18863,22822.82341,20365.88359,25135.41065,15806.66845,20971.59547,23884.06029,32522.22734,29202.90549,28216.51464,25894.27238,25442.95068,27013.33367,27519.9152,26985.53016,29991.99677,28497.77763,29604.51873,14625.80358,12910.39139,36817.18074,51325.86273,15459.4609,41040.69017,Pos
1760,M177T22,1.228734016,-0.29717265,-2.107195891,0.040733876,0.047249174,DOWN,177.0069587,177.0067334,177.007237,22.2335,21.48933333,22.847,51,23,22,3685.572,226948.6142,65530.37286,184701.1731,71876.87973,131243.9677,168273.5075,281385.0266,216051.4979,246785.7229,239916.5302,71469.95443,243593.1324,295324.3598,252968.725,242837.5323,233445.5167,303466.8807,217038.1856,291052.2822,243955.198,125778.151,203623.5666,287459.2621,225090.5836,143146.2688,256554.1429,148095.8453,217967.799,246662.7096,56548.26102,128145.177,171467.5892,91439.06791,76035.7631,97244.98959,144813.7259,Pos
1761,M150T4_45,1.222529456,0.289869227,2.10842169,0.040805058,0.047304864,UP,150.2834574,150.2764349,150.290517,4.150166667,4.07265,4.264733333,71,22,23,2208.72,9332.332869,2998.251605,11409.05183,3728.716351,5670.286403,7068.579001,13640.03883,10117.47334,7460.208837,16681.18812,8400.931098,9918.707037,8552.414225,8308.807845,8694.352672,14257.25584,7252.742352,6102.57684,9444.269359,7557.776064,23864.15685,9511.824451,8907.674437,4821.066559,14576.17502,7782.92209,12123.4959,12544.49722,13547.82324,7253.383999,9808.82299,9648.108855,9868.817629,16493.6594,10368.44897,13275.74351,Pos
1762,M245T5,1.312357456,0.392160731,2.10808053,0.040893625,0.047380634,UP,245.078998,245.078226,245.0813793,4.933158333,4.817533333,5.0212,46,22,23,10024.111,25814.99846,11462.24528,33878.50571,14630.3885,19393.73515,62659.8153,22430.52224,32826.8748,17528.4748,11320.69845,25588.83288,28887.99166,18963.65822,37155.20835,45162.11882,29251.73262,21992.36544,20587.50105,24547.41884,21838.61482,12166.0357,38445.73854,30048.72946,35896.92675,32934.97977,7997.846755,30790.10896,25547.92945,34451.67684,37216.63354,22182.03884,24570.09555,65699.53738,48169.79805,35292.31834,42419.20802,Pos
